Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_YYYY-MM-DD,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_All,Prod_Merc_Positions_Short_All,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_All,M_Money_Positions_Short_All,M_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap__Positions_Short_Old,Swap__Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap__Positions_Short_Other,Swap__Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_Contract_Market_Code_Quotes,CFTC_Market_Code_Quotes,CFTC_Commodity_Code_Quotes,CFTC_SubGroup_Code,FutOnly_or_Combined,Net_Commercial,Net_Managed_Money,Net_Large_Spec,Net_Small_Spec
GOLD - COMMODITY EXCHANGE INC.,60822,2006-08-22,088691,CMX,1,88,306171,32180,125829,26789,61213,5540,87386,27081,50262,41511,5868,15936,259604,291729,46567,14442,306171,32180,125829,26789,61213,5540,87386,27081,50262,41511,5868,15936,259604,291729,46567,14442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -7156,    1048,    -949,    1385,   -3674,     674,   -6729,     856,     848,    3607,     618,      57,     890,   -1570,   -8046,   -5586,100.0,10.5,41.1,8.7,20.0,1.8,28.5,8.8,16.4,13.6,1.9,5.2,84.8,95.3,15.2,4.7,100.0,10.5,41.1,8.7,20.0,1.8,28.5,8.8,16.4,13.6,1.9,5.2,84.8,95.3,15.2,4.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226,     19,     22,     11,     10,     10,     59,     14,     12,     78,     23,     28,191,96,    226,     19,     22,     11,     10,     10,     59,     14,     12,     78,     23,     28,    191,     96,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,37.5,48.0,45.6,65.9,18.4,31.6,23.8,44.2,37.5,48.0,45.6,65.9,18.4,31.6,23.8,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-128073,60305,35643,32125
GOLD - COMMODITY EXCHANGE INC.,60829,2006-08-29,088691,CMX,1,88,307583,33212,123138,32065,59384,5527,80809,31280,50635,43612,5425,16524,262384,291913,45199,15670,307583,33212,123138,32065,59384,5527,80809,31280,50635,43612,5425,16524,262384,291913,45199,15670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    1412,    1032,   -2691,    5276,   -1829,     -13,   -6577,    4199,     373,    2101,    -443,     588,    2780,     184,   -1368,    1228,100.0,10.8,40.0,10.4,19.3,1.8,26.3,10.2,16.5,14.2,1.8,5.4,85.3,94.9,14.7,5.1,100.0,10.8,40.0,10.4,19.3,1.8,26.3,10.2,16.5,14.2,1.8,5.4,85.3,94.9,14.7,5.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,     20,     23,     10,      9,      9,     53,     19,     11,     76,     21,     28,181,99,    219,     20,     23,     10,      9,      9,     53,     19,     11,     76,     21,     28,    181,     99,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,38.1,47.5,46.2,65.1,19.1,30.4,24.4,43.3,38.1,47.5,46.2,65.1,19.1,30.4,24.4,43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-117245,49529,38187,29529
GOLD - COMMODITY EXCHANGE INC.,60905,2006-09-05,088691,CMX,1,88,319998,32468,127680,28723,64776,5540,87652,29430,50354,46339,6227,17067,268143,301074,51855,18924,319998,32468,127680,28723,64776,5540,87652,29430,50354,46339,6227,17067,268143,301074,51855,18924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   12415,    -744,    4542,   -3342,    5392,      13,    6843,   -1850,    -281,    2727,     802,     543,    5759,    9161,    6656,    3254,100.0,10.1,39.9,9.0,20.2,1.7,27.4,9.2,15.7,14.5,1.9,5.3,83.8,94.1,16.2,5.9,100.0,10.1,39.9,9.0,20.2,1.7,27.4,9.2,15.7,14.5,1.9,5.3,83.8,94.1,16.2,5.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,     19,     23,     11,     11,      8,     58,     20,     11,     74,     28,     32,190,107,    234,     19,     23,     11,     11,      8,     58,     20,     11,     74,     28,     32,    190,    107,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,36.5,46.0,44.4,63.5,18.2,29.5,23.6,43.0,36.5,46.0,44.4,63.5,18.2,29.5,23.6,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-131265,58222,40112,32931
GOLD - COMMODITY EXCHANGE INC.,60912,2006-09-12,088691,CMX,1,88,310510,35621,120300,34514,60530,6066,76571,30631,49833,44884,6602,18408,265897,292370,44613,18140,310510,35621,120300,34514,60530,6066,76571,30631,49833,44884,6602,18408,265897,292370,44613,18140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -9488,    3153,   -7380,    5791,   -4246,     526,  -11081,    1201,    -521,   -1455,     375,    1341,   -2246,   -8704,   -7242,    -784,100.0,11.5,38.7,11.1,19.5,2.0,24.7,9.9,16.0,14.5,2.1,5.9,85.6,94.2,14.4,5.8,100.0,11.5,38.7,11.1,19.5,2.0,24.7,9.9,16.0,14.5,2.1,5.9,85.6,94.2,14.4,5.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,     18,     21,     13,      8,     10,     48,     18,     12,     78,     23,     34,181,105,    220,     18,     21,     13,      8,     10,     48,     18,     12,     78,     23,     34,    181,    105,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,37.4,45.5,45.8,62.4,18.1,27.1,23.4,41.0,37.4,45.5,45.8,62.4,18.1,27.1,23.4,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-110695,45940,38282,26473
GOLD - COMMODITY EXCHANGE INC.,60919,2006-09-19,088691,CMX,1,88,325852,41086,119904,37303,60410,7734,72225,30632,58553,43894,7619,21636,282431,306488,43421,19364,325852,41086,119904,37303,60410,7734,72225,30632,58553,43894,7619,21636,282431,306488,43421,19364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   15342,    5465,    -396,    2789,    -120,    1668,   -4346,       1,    8720,    -990,    1017,    3228,   16534,   14118,   -1192,    1224,100.0,12.6,36.8,11.4,18.5,2.4,22.2,9.4,18.0,13.5,2.3,6.6,86.7,94.1,13.3,5.9,100.0,12.6,36.8,11.4,18.5,2.4,22.2,9.4,18.0,13.5,2.3,6.6,86.7,94.1,13.3,5.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222,     20,     23,     12,      8,      9,     46,     21,     10,     77,     22,     32,178,107,    222,     20,     23,     12,      8,      9,     46,     21,     10,     77,     22,     32,    178,    107,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,39.8,46.7,49.0,62.8,17.2,24.3,22.1,37.7,39.8,46.7,49.0,62.8,17.2,24.3,22.1,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-101925,41593,36275,24057
GOLD - COMMODITY EXCHANGE INC.,60926,2006-09-26,088691,CMX,1,88,322937,42960,116405,38469,60389,7210,68325,33001,57822,39792,3872,22640,277218,301339,45719,21598,322937,42960,116405,38469,60389,7210,68325,33001,57822,39792,3872,22640,277218,301339,45719,21598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -2915,    1874,   -3499,    1166,     -21,    -524,   -3900,    2369,    -731,   -4102,   -3747,    1004,   -5213,   -5149,    2298,    2234,100.0,13.3,36.0,11.9,18.7,2.2,21.2,10.2,17.9,12.3,1.2,7.0,85.8,93.3,14.2,6.7,100.0,13.3,36.0,11.9,18.7,2.2,21.2,10.2,17.9,12.3,1.2,7.0,85.8,93.3,14.2,6.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208,     19,     21,     12,      9,      7,     39,     27,      8,     74,     17,     33,164,103,    208,     19,     21,     12,      9,      7,     39,     27,      8,     74,     17,     33,    164,    103,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,39.4,46.8,49.1,63.2,16.7,24.4,22.6,36.9,39.4,46.8,49.1,63.2,16.7,24.4,22.6,36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-95365,35324,35920,24121
GOLD - COMMODITY EXCHANGE INC.,61003,2006-10-03,088691,CMX,1,88,330065,46766,116196,39045,61609,2910,66119,33666,60847,41451,4470,25521,282659,305219,47406,24846,330065,46766,116196,39045,61609,2910,66119,33666,60847,41451,4470,25521,282659,305219,47406,24846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    7128,    3806,    -209,     576,    1220,   -4300,   -2206,     665,    3025,    1659,     598,    2881,    5441,    3880,    1687,    3248,100.0,14.2,35.2,11.8,18.7,0.9,20.0,10.2,18.4,12.6,1.4,7.7,85.6,92.5,14.4,7.5,100.0,14.2,35.2,11.8,18.7,0.9,20.0,10.2,18.4,12.6,1.4,7.7,85.6,92.5,14.4,7.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,     18,     19,     12,      9,      7,     37,     24,      8,     73,     18,     28,162,97,    207,     18,     19,     12,      9,      7,     37,     24,      8,     73,     18,     28,    162,     97,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,40.6,47.6,50.1,63.7,15.5,23.3,21.4,35.3,40.6,47.6,50.1,63.7,15.5,23.3,21.4,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-91994,32453,36981,22560
GOLD - COMMODITY EXCHANGE INC.,61010,2006-10-10,088691,CMX,1,88,334329,48112,114999,42818,58533,4231,62270,39206,64647,43941,4556,27807,293826,313979,40503,20350,334329,48112,114999,42818,58533,4231,62270,39206,64647,43941,4556,27807,293826,313979,40503,20350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    4264,    1346,   -1197,    3773,   -3076,    1321,   -3849,    5540,    3800,    2490,      86,    2286,   11167,    8760,   -6903,   -4496,100.0,14.4,34.4,12.8,17.5,1.3,18.6,11.7,19.3,13.1,1.4,8.3,87.9,93.9,12.1,6.1,100.0,14.4,34.4,12.8,17.5,1.3,18.6,11.7,19.3,13.1,1.4,8.3,87.9,93.9,12.1,6.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208,     18,     19,     13,      9,      8,     35,     28,      8,     71,     22,     27,157,103,    208,     18,     19,     13,      9,      8,     35,     28,      8,     71,     22,     27,    157,    103,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,40.0,47.7,50.1,64.1,14.6,22.9,21.0,33.6,40.0,47.7,50.1,64.1,14.6,22.9,21.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-82602,23064,39385,20153
GOLD - COMMODITY EXCHANGE INC.,61017,2006-10-17,088691,CMX,1,88,329875,46758,112417,40741,58220,4929,64602,42773,64248,43391,3961,26216,290885,312764,38990,17111,329875,46758,112417,40741,58220,4929,64602,42773,64248,43391,3961,26216,290885,312764,38990,17111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -4454,   -1354,   -2582,   -2077,    -313,     698,    2332,    3567,    -399,    -550,    -595,   -1591,   -2941,   -1215,   -1513,   -3239,100.0,14.2,34.1,12.4,17.6,1.5,19.6,13.0,19.5,13.2,1.2,7.9,88.2,94.8,11.8,5.2,100.0,14.2,34.1,12.4,17.6,1.5,19.6,13.0,19.5,13.2,1.2,7.9,88.2,94.8,11.8,5.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211,     19,     19,     13,      9,      9,     40,     29,      8,     70,     21,     32,164,106,    211,     19,     19,     13,      9,      9,     40,     29,      8,     70,     21,     32,    164,    106,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,38.9,47.7,49.2,64.1,13.8,23.1,20.3,33.5,38.9,47.7,49.2,64.1,13.8,23.1,20.3,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-83138,21829,39430,21879
GOLD - COMMODITY EXCHANGE INC.,61024,2006-10-24,088691,CMX,1,88,331598,50694,112215,36478,55466,6469,54019,43840,62181,50080,4209,30813,290734,315193,40864,16405,331598,50694,112215,36478,55466,6469,54019,43840,62181,50080,4209,30813,290734,315193,40864,16405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    1723,    3936,    -202,   -4263,   -2754,    1540,  -10583,    1067,   -2067,    6689,     248,    4597,    -151,    2429,    1874,    -706,100.0,15.3,33.8,11.0,16.7,2.0,16.3,13.2,18.8,15.1,1.3,9.3,87.7,95.1,12.3,4.9,100.0,15.3,33.8,11.0,16.7,2.0,16.3,13.2,18.8,15.1,1.3,9.3,87.7,95.1,12.3,4.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,     19,     19,     11,      9,      8,     37,     25,      8,     81,     20,     32,169,104,    215,     19,     19,     11,      9,      8,     37,     25,      8,     81,     20,     32,    169,    104,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,38.2,47.9,48.0,64.0,12.5,22.7,18.4,32.7,38.2,47.9,48.0,64.0,12.5,22.7,18.4,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-80509,10179,45871,24459
GOLD - COMMODITY EXCHANGE INC.,61031,2006-10-31,088691,CMX,1,88,323481,41086,109303,36081,59760,6930,59985,39093,54675,47487,3663,31115,277359,304539,46122,18942,323481,41086,109303,36081,59760,6930,59985,39093,54675,47487,3663,31115,277359,304539,46122,18942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -8117,   -9608,   -2912,    -397,    4294,     461,    5966,   -4747,   -7506,   -2593,    -546,     302,  -13375,  -10654,    5258,    2537,100.0,12.7,33.8,11.2,18.5,2.1,18.5,12.1,16.9,14.7,1.1,9.6,85.7,94.1,14.3,5.9,100.0,12.7,33.8,11.2,18.5,2.1,18.5,12.1,16.9,14.7,1.1,9.6,85.7,94.1,14.3,5.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214,     21,     20,     11,      9,      9,     41,     23,      8,     81,     17,     33,172,103,    214,     21,     20,     11,      9,      9,     41,     23,      8,     81,     17,     33,    172,    103,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,34.7,45.6,44.8,62.7,12.5,25.3,18.7,36.2,34.7,45.6,44.8,62.7,12.5,25.3,18.7,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-91896,20892,43824,27180
GOLD - COMMODITY EXCHANGE INC.,61107,2006-11-07,088691,CMX,1,88,335036,39160,121982,31956,63590,7788,76134,32604,53249,45272,7636,31968,285527,318817,49509,16219,335036,39160,121982,31956,63590,7788,76134,32604,53249,45272,7636,31968,285527,318817,49509,16219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   11555,   -1926,   12679,   -4125,    3830,     858,   16149,   -6489,   -1426,   -2215,    3973,     853,    8168,   14278,    3387,   -2723,100.0,11.7,36.4,9.5,19.0,2.3,22.7,9.7,15.9,13.5,2.3,9.5,85.2,95.2,14.8,4.8,100.0,11.7,36.4,9.5,19.0,2.3,22.7,9.7,15.9,13.5,2.3,9.5,85.2,95.2,14.8,4.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,     18,     23,     12,     10,      9,     47,     19,     11,     74,     22,     36,175,110,    219,     18,     23,     12,     10,      9,     47,     19,     11,     74,     22,     36,    175,    110,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,33.1,45.0,43.7,63.2,13.0,25.8,19.4,38.6,33.1,45.0,43.7,63.2,13.0,25.8,19.4,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-114456,43530,37636,33290
GOLD - COMMODITY EXCHANGE INC.,61114,2006-11-14,088691,CMX,1,88,356575,45125,133631,29696,64711,13087,79157,29403,56534,47750,8670,34192,305541,340228,51034,16347,356575,45125,133631,29696,64711,13087,79157,29403,56534,47750,8670,34192,305541,340228,51034,16347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   21539,    5965,   11649,   -2260,    1121,    5299,    3023,   -3201,    3285,    2478,    1034,    2224,   20014,   21411,    1525,     128,100.0,12.7,37.5,8.3,18.1,3.7,22.2,8.2,15.9,13.4,2.4,9.6,85.7,95.4,14.3,4.6,100.0,12.7,37.5,8.3,18.1,3.7,22.2,8.2,15.9,13.4,2.4,9.6,85.7,95.4,14.3,4.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,     19,     22,     12,     10,     10,     51,     15,     12,     76,     26,     36,182,108,    220,     19,     22,     12,     10,     10,     51,     15,     12,     76,     26,     36,    182,    108,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,31.4,43.3,41.1,61.6,12.1,25.2,17.8,37.6,31.4,43.3,41.1,61.6,12.1,25.2,17.8,37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-123521,49754,39080,34687
GOLD - COMMODITY EXCHANGE INC.,61121,2006-11-21,088691,CMX,1,88,355430,40770,127929,31487,63304,14931,77773,29323,57911,45248,9405,35592,303712,338395,51718,17035,355430,40770,127929,31487,63304,14931,77773,29323,57911,45248,9405,35592,303712,338395,51718,17035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -1145,   -4355,   -5702,    1791,   -1407,    1844,   -1384,     -80,    1377,   -2502,     735,    1400,   -1829,   -1833,     684,     688,100.0,11.5,36.0,8.9,17.8,4.2,21.9,8.3,16.3,12.7,2.6,10.0,85.4,95.2,14.6,4.8,100.0,11.5,36.0,8.9,17.8,4.2,21.9,8.3,16.3,12.7,2.6,10.0,85.4,95.2,14.6,4.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,     19,     21,     12,      9,     11,     53,     15,     12,     75,     29,     35,187,107,    225,     19,     21,     12,      9,     11,     53,     15,     12,     75,     29,     35,    187,    107,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,31.0,42.3,41.2,61.0,12.4,24.2,18.1,36.9,31.0,42.3,41.2,61.0,12.4,24.2,18.1,36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-118976,48450,35843,34683
GOLD - COMMODITY EXCHANGE INC.,61128,2006-11-28,088691,CMX,1,88,349517,43198,123208,27309,65023,8873,75457,30862,60423,44621,9350,33928,293809,331667,55708,17850,349517,43198,123208,27309,65023,8873,75457,30862,60423,44621,9350,33928,293809,331667,55708,17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -5913,    2428,   -4721,   -4178,    1719,   -6058,   -2316,    1539,    2512,    -627,     -55,   -1664,   -9903,   -6728,    3990,     815,100.0,12.4,35.3,7.8,18.6,2.5,21.6,8.8,17.3,12.8,2.7,9.7,84.1,94.9,15.9,5.1,100.0,12.4,35.3,7.8,18.6,2.5,21.6,8.8,17.3,12.8,2.7,9.7,84.1,94.9,15.9,5.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,     18,     21,     11,      8,      8,     53,     15,     10,     68,     24,     34,173,100,    210,     18,     21,     11,      8,      8,     53,     15,     10,     68,     24,     34,    173,    100,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,33.0,44.7,43.2,60.7,12.3,24.8,18.4,36.2,33.0,44.7,43.2,60.7,12.3,24.8,18.4,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-117724,44595,35271,37858
